Data de publicação;Afirmação checada;Organização;Tipo de informação;Tema;Objeto;Formato;Origem;Fonte
27/05/2020;É #FAKE que vídeo mostre ator Fabio Assunção criticando Doria e as medidas de isolamento social;Fato ou Fake;;Outros;Isolamento Social;Vídeo;Redes Sociais;Instagram, Twitter
27/05/2020;É #FAKE que Caxias do Sul não determinou distanciamento social e não registrou óbitos pela Covid-19;Fato ou Fake;;Outros;Isolamento Social;Texto;Redes Sociais;
27/05/2020;Havan está dando cestas básicas por causa do coronavírus para quem compartilhar link no WhatsApp #boato;Boatos.org;;Social;Indefinido;Texto;Whatsapp;
28/05/2020;Itapemirim, empresa brasileira de ônibus, declarou falência devido à falta de passageiros durante a crise de COVID-19;Agência Lupa;Outros;Transporte;Indefinido;Imagem, Texto;Redes Sociais;Facebook
28/05/2020;A polícia do Ceará atirou em um surfista que estava quebrando o bloqueio em uma praia em Fortaleza.;Agência Lupa;Outros;Segurança;Isolamento Social;Vídeo;Redes Sociais;Twitter
28/05/2020;O uso prolongado de máscaras faciais causa hipóxia;Aos Fatos;Prevenção;Saúde;Máscaras;Texto;Redes sociais;Desconhecido
28/05/2020;Jovem da Adventista de São José do Rio Preto (SP) gravou vídeo com pregação dias antes de morrer de Covid-19 #boato;Boatos.org;;Religião;Morte;Vídeo;Whatsapp;
29/05/2020;Cientistas desenvolvem uma vacina que cura a COVID-19 em três dias.;Estadão Verifica;Curas;Ciência;Vacina;Texto;Redes sociais;Facebook
29/05/2020;Homem encontrado vivo em saco de enterro na Bahia.;Aos Fatos;Teoria da conspiração;Outros;Mortes;Imagem, Texto;Redes sociais;Facebook
29/05/2020;É #FAKE que 96% das mortes atribuídas à Covid-19 na Itália foram causadas por outras patologias;Fato ou Fake;;Outros;Mortes;Texto, Vídeo;Redes Sociais;
29/05/2020;É #FAKE que operação da PF fez cidade do Rio de Janeiro excluir 1,1 mil mortes por Covid-19 da estatística oficial;Fato ou Fake;;Segurança;Mortes;Texto;Redes Sociais;Facebook
29/05/2020;É #FAKE que máscara provoca hiperventilação e intoxicação por micropartículas do material;Fato ou Fake;;Saúde;Máscara;Texto;Redes Sociais;
29/05/2020;É #FAKE que diretor do CDC nos EUA fez lista com 17 dicas que inclui 'evitar o uso prolongado de máscaras';Fato ou Fake;;Saúde;Máscara;Texto;Redes Sociais;Facebook
29/05/2020;Polícia do Ceará atira em surfistas na praia do Futuro a mando de Camilo Santana #boato;Boatos.org;;Segurança;Indefinido;Vídeo;Redes Sociais;
30/05/2020;China vai distribuir vacina contra o coronavírus de graça para o mundo #boato;Boatos.org;;Saúde;Vacina;Texto;Web;
31/05/2020;William Bonner é internado em estado grave com suspeita de Covid-19 #boato;Boatos.org;;Outros;Contágio;Texto, Vídeo;Web;
01/06/2020;As mortes no Brasil por pneumonia são registradas como COVID-19.;Estadão Verifica;Contágio;Saúde;Mortes;Texto, Imagem;Meio de comunicação, YouTube;Giro de Notícias
01/06/2020;Não houve mortes por COVID-19 em Fortaleza, Brasil, em 29 de maio.;Agência Lupa;Autoridades;Outros;Mortes;Texto;Meio de comunicação;Focus.jor
01/06/2020;Laranja, limão e mel impedem a infecção pelo coronavírus.;Estadão Verifica;Curas;Outros;Indefinido;Texto;Redes sociais;Facebook
01/06/2020;Chineses vendem sapos vivos em caminhonete após pandemia da Covid-19 #boato;Boatos.org;;Outros;Indefinido;Vídeo;Redes Sociais;
02/06/2020;Após uma operação policial no Rio, a administração da cidade reduziu o número oficial de mortos por COVID-19 em 1.177;Agência Lupa;Autoridades;Segurança;Situação da Pandemia;Texto, Imagem;Redes Sociais;Facebook
02/06/2020;Vídeo mostra Maradona “muito gordo” chutando bola de tênis na quarentena #boato;Boatos.org;;Entreterimento;Isolamento Social;Vídeo, Texto;Web;
03/06/2020;Uma investigação federal na cidade de Fortaleza, no Ceará, fez com que o número de mortes diárias registradas caísse 90%.;Estadão Verifica;Contágio;Justiça;Mortes;Texto;Redes Sociais;Facebook
03/06/2020;Não houve mortes por COVID-19 em Belém, no Pará, nos dias 30 e 31 de maio.;Agência Lupa;Autoridades;Outros;Situação da Pandemia;Imagem;Redes Sociais;Facebook
03/06/2020;O presidente de Madagascar, Andry Rajoelina, acusou a OMS de subornos promissores para envenenar “cura da COVID-19”.;Agência Lupa;Teoria da Conspiração;Política;Cura;Texto, Imagem;Redes Sociais;Facebook
03/06/2020;Luciano Hang, dono da Havan, se cadastrou e recebeu auxílio emergencial #boato;Boatos.org;;Economia;Indefinido;Texto;Redes Sociais;
04/06/2020;Renata Vasconcellos, uma das âncoras de notícias mais famosas do Brasil, contraiu COVID-19.;Agência Lupa;Outros;Outeos;Contágio;Imagem, texto;Redes sociais;Facebook
04/06/2020;Maria Virgínia Casagrande, primeira-dama do Espírito Santo, foi curada da COVID-19 após ser tratada com um protocolo de hidroxicloroquina e azitromicina.;Agência Lupa;Curas;Política;Hidroxicloroquina, Azitromicina;Imagem, Texto;Redes sociais;Facebook
04/06/2020;É #FAKE que vídeo mostre Torre Eiffel reaberta à visitação com inscrição 'por todas as vítimas' em homenagem aos mortos pela Covid-19;Fato ou Fake;;Entretenimento;Indefinido;Texto, Vídeo;Redes Sociais;
05/06/2020;As unidades de UTI no Rio de Janeiro estão fechadas por falta de pacientes.;Estadão Verifica;Contágio;Saúde;Situação da Pandemia;Texto;Redes Sociais;Facebook
05/06/2020;Azitromicina e ivermectina são medicamentos eficazes para curar COVID-19.;Estadão Verifica;Curas;Saúde;Azitromicina, Ivermectina;Texto;Redes Sociais;Facebook
05/06/2020;O hospital de campanha do Anhembi, em São Paulo, está vazio. Suposto vídeo comprova.;Agência Lupa;Outros;Outros;Situação da Pandemia;Vídeo;Redes sociais;Facebook
05/06/2020;O presidente do Brasil, Jair Bolsonaro, estava certo sobre a eficácia da cloroquina.;Estadão Verifica;Curas;Política;Cloroquina;Texto;Redes sociais;Facebook
05/06/2020;É #FAKE que vídeo mostre pessoas abandonando as máscaras na Itália e que cenas revelem o fim da pandemia;Fato ou Fake;;Outros;Máscara;Vídeo;Redes Sociais;
06/06/2020;Cantora gospel Fabiana Anastácio gravou áudio alertando sobre Covid-19 no hospital #boato;Boatos.org;;Religião;Contágio;Áudio;Redes Sociais;
06/06/2020;Relatório oficial da Alemanha denuncia pandemia do coronavírus como alarme falso #boato;Boatos.org;;Política;Indefinido;Texto;Web;
08/06/2020;"Donald Trump publicou em sua conta no Twitter que o presidente brasileiro ""Javier"" Bolsonaro é um ""grande cara"", mas que suas políticas contra a COVID-19 estão levando a um ""genocídio"".";Agência Lupa;Situação de um país;Política;Indefinido;Texto;Redes sociais;Twitter
08/06/2020;"O Ministério da Saúde do Brasil proibiu a expressão ""suspeita de COVID-19"" para ser usada em atestados de óbito.";Agência Lupa;Situação de um país;Saúde;Mortes;Texto;Redes sociais;Facebook
08/06/2020;É #FAKE que o chá de artemísia é considerado a cura para a Covid-19;Fato ou Fake;;Outros;Cura;Vídeo;Redes Sociais;
09/06/2020;O governo do estado de Pernambuco enviou caixas de desinfetantes para as mãos à base de álcool para hospitais estaduais, mas havia apenas duas garrafas e muita areia em cada caixa.;Agência Lupa;Outros;Política;Indefinido;Vídeo;Redes sociais;Facebook
09/06/2020;Durante entrevista a um jornal australiano, porta-voz da OMS disse que a instituição nunca recomendou o isolamento social.;Agência Lupa;Medidas;Saúde;Isolamento Social;Texto;Redes sociais;Facebook
09/06/2020;Vídeo mostra baile funk supostamente realizado depois que o Supremo Tribunal suspendeu as operações policiais nas favelas do Rio durante a pandemia.;Agência Lupa;Outros;Entretenimento;Isolamento Social;Vídeo;Redes sociais;Twitter
09/06/2020;O governo da Alemanha enviou à China uma cobrança de € 149 bilhões pelos danos causados pela pandemia.;Aos Fatos;Autoridades;Economia;Indefinido;Texto;Meio de Comunicação;Site Revista Amazônia
09/06/2020;É #FAKE que enxofre destrua o coronavírus;Fato ou Fake;;Outros;Cura;Vídeo;Redes Sociais;
09/06/2020;É #FAKE que OMS mudou classificação de idoso para pessoa com 80 anos ou mais;Fato ou Fake;;Saúde;Indefinido;Texto;Redes Sociais;
09/06/2020;Programa Prato Cheio e governo dão cesta básica para quem compartilhar link no WhatsApp #boato;Boatos.org;;Política;Indefinido;Texto;Whatsapp;
09/06/2020;Porta-voz diz que OMS é contra isolamento social e nunca recomendou quarentena #boato;Boatos.org;;Saúde;Isolamento Social;Texto;Facebook;
10/06/2020;O proprietário da empresa brasileira que demitiu funcionários por causa da pandemia comete suicídio.;Aos Fatos;Outros;Outros;Indefinido;Texto;Redes sociais;Facebook
10/06/2020;Pastor Valdemiro Santiago afirma que contraiu coronavírus e continuou pregando #boato;Boatos.org;;Religião;Contágio;Texto, Imagem;Redes Sociais;
11/06/2020;O governador de São Paulo, João Doria, admite que as mortes causadas pelo COVID-19 sejam registradas duas vezes.;Estadão Verifica;Autoridades;Política;Mortes;Texto;Redes sociais;Facebook
11/06/2020;OMS diz que pessoas infectadas com COVID-19 sem sintomas não transmitem a doença.;Estadão Verifica;Contágio;Saúde;Contágio;Texto, Imagem;Redes sociais;Facebook
11/06/2020;Vídeo mostra o homem segurando corpos em sacos com apenas uma mão.;Estadão Verifica;Teoria da Conspiração;Outros;Indefinido;Imagem;Redes sociais;Facebook
11/06/2020;Creme dental Kolynos era vendido com cloroquina, mostra propaganda #boato;Boatos.org;;Outro;Cloroquina;Áudio;Redes Sociais;
11/06/2020;Celepar lançou mapa que mostra onde foram detectados casos de Covid-19 #boato;Boatos.org;;Outros;Contágio;Texto;Redes Sociais;
11/06/2020;Neta de Brian May (guitarrista do Queen) faz dueto com o avô na quarentena #boato;Boatos.org;;Cultura;Isolamento Social;Texto, Vídeo;Redes Sociais;
12/06/2020;Foto de um homem tentando ressuscitar a avó através da respiração boca a boca. Segundo a legenda, a foto foi tirada em Minas Gerais.;Agência Lupa;Outros;Outros;Indefinido;Imagem;Redes sociais;Facebook
12/06/2020;O H1N1 causou mais mortes durante a pandemia de 2009 do que o novo coronavírus. No entanto, ninguém falou sobre isso.;Agência Lupa;Outros;Outros;Mortes;Texto, Imagem;Redes sociais;Facebook
12/06/2020;A ivermectina é a cura para o COVID-19.;Estadão Verifica;Curas;Saúde;Ivermectina;Texto;Redes sociais;Facebook
12/06/2020;O ex-candidato à presidência Fernando Haddad comemora seu aniversário com vários convidados durante a pandemia da COVID-19.;Estadão Verifica;Autoridades;Política;Isolamento Social;Imagem;Redes sociais;Facebook
12/06/2020;Projeto aprovado pela Câmara dos Deputados exige o uso de máscaras dentro de residências.;Aos Fatos;Autoridades;Justiça;Máscaras;Texto;Redes sociais;Facebook
12/06/2020;Vídeo mostra manifestação contra o comunismo na Argentina durante a quarentena #boato;Boatos.org;;Outros;Isolamento Social;Vídeo;Redes Sociais;
14/06/2020;Filha de Aldir Blanc grava vídeo alertando para coronavírus ativo um mês após a doença #boato;Boatos.org;;Outros;Indefinido;Vídeo;Redes Sociais;
15/06/2020;João Doria, governador de São Paulo, assinou contrato com o Sinovac para desenvolver uma vacina contra a COVID-19 em agosto. Portanto, ele sabia tudo sobre a doença e faz parte de uma conspiração chinesa.;Agência Lupa;Teoria da Conspiração;Política;Vacina;Texto, Imagem;Redes sociais;Facebook
15/06/2020;Tedros Adhanom, da OMS, é flagrado dançando de shortinho em bar no Brasil #boato;Boatos.org;;Outros;Indefinido;Texto;Redes Sociais;
16/06/2020;A Suprema Corte libertou 32.000 prisioneiros por causa da COVID-19.;Estadão Verifica;Autoridades;Segurança;Indefinido;Texto;Redes sociais;Facebook
16/06/2020;É #FAKE que vídeo mostre diretor-geral da OMS dançando em bar durante o isolamento social;Fato ou Fake;;Outros;Isolamento Social;Vídeo;Redes Sociais;
16/06/2020;É #FAKE que máscaras são inócuas e podem causar infecção na garganta;Fato ou Fake;;Saúde;Máscara;Texto;Redes Sociais;Facebook
16/06/2020;É #FAKE que foto mostre criminosos se passando por eletricistas no meio da pandemia do coronavírus;Fato ou Fake;;Segurança;Indefinido;Imagem, Texto;Redes Sociais;Web
16/06/2020;Engenheiro descobriu que apenas hospitais privados descobriram a cura para o coronavírus #boato;Boatos.org;;Outros;Cura;Texto;Redes Sociais;
17/06/2020;A polícia federal encontrou milhares de reais dentro da casa da Secretaria de Saúde do estado do Pará. Esse dinheiro deveria ser destinado a equipamentos relacionados à COVID-19.;Agência Lupa;Autoridades;Política;Indefinido;Vídeo;Redes sociais;Facebook
17/06/2020;Assaltantes fingem ser profissionais de saúde. Eles visitam casas oferecendo testes gratuitos de COVID-19 e aproveitam a oportunidade para saquear casas.;Agência Lupa;Outros;Segurança;Teste;Imagem;Redes sociais;Facebook
17/06/2020;Vídeo mostra Camilo Santana, governador do Ceará, dizendo palavrões para explicar porque ele está adiando medidas de bloqueio.;Agência Lupa;Autoridades;Política;Isolamento Social;Vídeo;Redes sociais;Facebook
17/06/2020;Um policial de São Paulo resgatou sua mãe enquanto ela estava prestes a ser enterrada viva.;Agência Lupa;Teoria da Conspiração;Outros;Indefinido;Vídeo;Redes sociais;Facebook
17/06/2020;Vídeo mostra a polícia apreendendo dinheiro desviado dos respiradores na casa da secretaria de saúde da cidade de Belém.;Aos Fatos;Autoridades;Segurança;Indefinido;Vídeo;Redes sociais;Facebook
17/06/2020;É #FAKE que foto mostre amígdalas de paciente com Covid-19;Fato ou Fake;;Saúde;Indefinido;Imagem, Texto;Redes Sociais;
18/06/2020;Foto mostra Joice Hasselmann, deputada federal recentemente diagnosticada com COVID-19, andando no corredor de um hospital sem máscara. A legenda afirma que ela está fingindo a doença.;Agência Lupa;Autoridades;Política;Máscaras;Imagem;Redes sociais;Facebook
18/06/2020;O CoronaVac, vacina que está sendo desenvolvida na China e será testada no Brasil, foi testada apenas em macacos.;Agência Lupa;Teoria da Conspiração;Saúde;Vacina;Imagem, Texto;Redes sociais;Facebook
18/06/2020;A CoronaVac, uma vacina que está sendo desenvolvida na China e será testada no Brasil, está sendo financiada por Bill Gates.;Agência Lupa;Teoria da Conspiração;Saúde;Vacina;Texto;Redes sociais;Facebook
18/06/2020;Enquanto o mundo estava preocupado com a COVID-19, as empresas chinesas conseguiram comprar a Volvo, Pirelli, Thomas Cook e parte da Mercedes Benz.;Agência Lupa;Teoria da Conspiração;Economia;Indefinido;Texto;Redes sociais;Facebook
18/06/2020;Duas fotos: uma, de uma amígdala inchada e a outra, saudável. A legenda diz que o primeiro é de um paciente COVID-19.;Agência Lupa;Sintomas;Outros;Indefinido;Texto;Redes sociais;Facebook
18/06/2020;"Um texto de C. S. Lewis, de 1942, fala sobre uma ""pandemia de medo"". Diz que o diabo levou muitas almas para o inferno porque elas se apegaram demais às suas vidas terrenas, através do medo.";Agência Lupa;Teoria da Conspiração;Cultura;Indefinido;Texto;Redes sociais;Facebook
18/06/2020;Azitromicina, nitazoxanida e ivermectina curam COVID-19 se tomadas quando os primeiros sintomas são observados.;Estadão Verifica;Curas;Saúde;Cura;Texto;Redes sociais;Facebook
18/06/2020;O governador do Estado de São Paulo firmou parceria para a produção da vacina contra a COVID-19 em 2019.;Estadão Verifica;Teoria da Conspiração;Política;Vacina;Vídeo;YouTube;YouTube
18/06/2020;Depois que o Ministério da Saúde do Brasil começou a usar um protocolo de cloroquina em estágio inicial, o número de pacientes recuperados da COVID-19 aumentou.;Estadão Verifica;Curas;Saúde;Cloroquina;Texto;Redes sociais;Twitter (Oswaldo Eustáquio)
18/06/2020;Beto Preto, secretário de Saúde do Paraná, escreve mensagem sobre pico da pandemia #boato;Boatos.org;;Saúde;Situação da Pandemia;Texto;Redes Sociais;
18/06/2020;Dexametasona é a cura para a Covid-19 e previne o coronavírus #boato;Boatos.org;;Saúde;Cura;Texto;Redes Sociais;
19/06/2020;Donald Trump disse que o Brasil é o único país em que a Suprema Corte (Supremo Tribunal Federal) está prejudicando a capacidade do governo nacional de lidar com oa COVID-19. Além disso, ele criticou os governadores estaduais brasileiros.;Agência Lupa;Autoridades;Política;Indefinido;Texto, Imagem;Redes sociais;Facebook
19/06/2020;João Doria, governador de São Paulo, disse que a vacina chinesa CoronaVac, que será testada no Brasil, será testada apenas em idosos, que receberão 1,5 mil reais (cerca de 250 dólares americanos).;Agência Lupa;Teoria da Conspiração;Política;Vacina;Texto;Redes sociais;Facebook
19/06/2020;Enfermeiro diz que estados e municípios brasileiros recebem financiamento federal por cada morte por Covid-19 registrada.;Aos Fatos;Teoria da conspiração;Economia;Morte;Vídeo;Redes sociais;Facebook
19/06/2020;O chá boldo e o chá de quina quina previnem e até curam o COVID-19.;Aos Fatos;Curas;Outros;Cura;Vídeo;Redes sociais;Facebook
19/06/2020;A OMS diz que o Coronavac, vacina produzida pela Sinovac Biotech, não foi testada em nenhum lugar do mundo antes do Brasil.;Aos Fatos;Teoria da conspiração;Saúde;Vacina;Texto;Redes sociais;Facebook
19/06/2020;1720, 1820, 1920 e 2020: A cada 100 anos, exatamente, uma pandemia assola a humanidade #boato;Boatos.org;;Outros;Indefinido;Texto;Redes Sociais;
22/06/2020;Vídeo mostra trabalhadores da saúde dançando em um hospital. A legenda diz que foi filmada em Israel após a cura de todos os pacientes com COVID-19 no hospital.;Agência Lupa;Outros;Outros;Situação da Pandemia;Vídeo;Redes sociais;Facebook
22/06/2020;Vídeo mostra trabalhadores da saúde comemorando em um hospital. A legenda diz que foi filmado no Hospital Messejana, em Fortaleza, depois que todos os pacientes com COVID-19 foram curados e uma ala hospitalar inteira foi fechada.;Agência Lupa;Outros;Outros;Situação da Pandemia;Vídeo;Redes sociais;Facebook
22/06/2020;João Doria, governador de São Paulo, testou positivo para COVID-19.;Agência Lupa;Autoridades;Política;Indefinido;Texto, Imagem;Redes sociais;Facebook
22/06/2020;É #FAKE que edição de revista publicada em 2003 fale do novo coronavírus;Fato ou Fake;;Cultura;Indefinido;Vídeo;Web, Whatsapp;
22/06/2020;Pastor na Itália reabre igreja com fotos de fiéis que morreram de Covid-19 #boato;Boatos.org;;Religião;Indefinido;Vídeo;Web;
23/06/2020;A Marinha do Brasil estabeleceu um protocolo de tratamento para pacientes com COVID-19 com sintomas leves usando Invermectina.;Agência Lupa;Curas;Saúde;Invermectina;Vídeo, Texto;YouTube, WhatsApp, Redes sociais;Facebook, YouTube, WhtasApp
23/06/2020;Médico diz em vídeo que o uso prolongado de máscaras acidifica o sangue.;Aos Fatos;Outros;Saúde;Máscaras;Vídeo;Redes sociais e WhatsApp;Facebook e WhatsApp
23/06/2020;É #FAKE que vídeo mostre fotos de fiéis mortos pela Covid-19 em igreja na Itália;Fato ou Fake;;Religião;Mortes;Vídeo, Texto, Imagem;Redes Sociais;Facebook
23/06/2020;É #FAKE mensagem que fala em distribuição de almanaque da Turma da Mônica na quarentena;Fato ou Fake;;Cultura;Isolamento Social;Texto;Redes Sociais;Whatsapp
23/06/2020;Máscara ajuda o coronavírus a se espalhar por causa do gás carbônico e só deve ser usada para conversar #boato;Boatos.org;;Saúde;Máscara;Texto, Vídeo;Web;
24/06/2020;Funcionária da loteria é registrada roubando o auxílio federal de emergência da COVID-19 de cliente no Brasil.;Aos Fatos;Outros;Segurança;Indefinido;Vídeo;Redes sociais;Facebook
24/06/2020;Hospital da cidade de Fortaleza fecha a enfermaria especial de atendimento para Covid-19 devido à falta de pacientes.;Aos Fatos;Contágio;Saúde;Situação da Pandemia;Vídeo;Redes sociais;Facebook
24/06/2020;Ao revogar a permissão para usar a cloroquina em pacientes hospitalizados, o FDA expandiu o uso da droga nos EUA.;Aos Fatos;Autoridades;Saúde;Cloroquina;Texto;Redes sociais;Facebook
24/06/2020;É #FAKE que mistura caseira de água, sal e zinco seja comprovadamente eficaz contra o novo coronavírus;Fato ou Fake;;Outros;Cura;Vídeo, Imagem;Redes Sociais;
24/06/2020;Italiano de 93 anos chora ao saber de dívida com hospital após se curar da Covid-19 #boato;Boatos.org;;Outras;Cura;Texto;Redes Sociais;
25/06/2020;Hospitais brasileiros recebem R$ 18.000 por óbito registrado devido à COVID-19.;Estadão Verifica;Autoridades;Economia;Morte;Vídeo;Redes sociais;Facebook
25/06/2020;Uma crítica da TV Globo e uma resposta do Flamengo, clube de futebol brasileiro, sobre a volta do campeonato carioca durante a pandemia da COVID-19.;Estadão Verifica;Outros;Entretenimento;Indefinido;Texto;Redes sociais;Facebook
25/06/2020;É #FAKE que cloroquina seja distribuída gratuitamente por toda a Europa para tratar a Covid-19;Fato ou Fake;;Saúde;Cloroquina;Imagem, Texto;Redes Sociais;
25/06/2020;Governo Federal decreta proibição de aulas presenciais em todo Brasil #boato;Boatos.org;;Educação;Indefinido;Texto;Redes Sociais;Facebook
26/06/2020;Cientistas descobriram que 80% da população mundial é imune à COVID-19.;Estadão Verifica;Contágio;Ciência;Indefinido;Texto;Redes sociais;Facebook
26/06/2020;O uso prolongado de máscaras causa falta de oxigenação.;Aos Fatos;Teoria da Conspiração;Saúde;Máscaras;Texto;Redes sociais;Facebook e Instagram
27/06/2020;Chico Xavier previu pandemia do coronavírus em mensagem sobre desencarnes coletivos e nova era #boato;Boatos.org;;Religião;Indefinido;Texto;Redes Sociais;
27/06/2020;Romeu Zema acaba de decretar estado de calamidade em Minas Gerais por causa de Covid-19, mostra vídeo #boato;Boatos.org;;Política;Indefinido;Vídeo;Redes Sociais;
29/06/2020;Bruno Covas, prefeito de São Paulo, admitiu o uso de cloroquina. Ele proibiu a droga em São Paulo.;Agência Lupa;Autoridades;Política;Cloroquina;Texto, Imagem;Redes sociais;Facebook
29/06/2020;É #FAKE que foto mostre motorista ferido a pedrada após passageiro se recusar a usar máscara;Fato ou Fake;;Outros;Máscara;Imagem, Texto;Redes Sociais;
30/06/2020;A hidroxicloroquina impede que os pacientes desenvolvam o pior tipo de COVID-19.;Estadão Verifica;Curas;Saúde;Hidroxicloroquina;Texto;Redes sociais;Twitter
30/06/2020;Denis Mukwege, ganhador do Prêmio Nobel, renunciou ao cargo de chefe de um comitê para lidar com a pandemia após ser solicitado a forjar o número de casos e mortes de COVID-19.;Agência Lupa;Teoria da Conspiração;Cultura;Morte;Texto, Imagem;Redes sociais;Facebook
30/06/2020;É #FAKE que termômetro digital infravermelho cause câncer e cegueira;Fato ou Fake;;Saúde;Patologia;Texto;Redes Sociais;
01/07/2020;O Supremo Tribunal Federal decidiu que o presidente Bolsonaro não poderia determinar ações para combater a pandemia do novo coronavírus.;Aos Fatos;Autoridades;Justiça;Indefinido;Texto;Redes sociais;Facebook e Instagram
01/07/2020;A Xiaomi está distribuindo smartphones gratuitos para estudantes que estão atualmente em isolamento precisam de um telefone para estudar.;Agência Lupa;Outros;Tecnologia;Isolamento Social;Texto, Imagem;Redes sociais;Facebook
01/07/2020;É #FAKE que foto mostre Papa Francisco chorando pedindo o fim da pandemia do coronavírus;Fato ou Fake;;Religião;Indefinido;Imagem;Redes Sociais;Instagram
01/07/2020;É #FAKE que pintura previu a pandemia de Covid-19 e está exposta desde 1994 em aeroporto dos EUA;Fato ou Fake;;Cultura;Indefinido;Imagem, Texto;Redes Sociais;Facebook
02/07/2020;O prefeito de São Paulo comprou 38 mil caixões sem licitação pública.;Estadão Verifica;Autoridades;Política;Indefinido;Vídeo, Texto;Redes sociais;Facebook Vídeos
02/07/2020;Raissa Soares, uma médica na Bahia, foi demitida de um hospital estadual sob ordens de Rui Costa, governador da Bahia. Ela foi demitida porque favoreceu o uso de hidroxicloroquina contra a COVID-19.;Agência Lupa;Autoridades;Política;Hidroxicloroquina;Texto, Imagem;Redes sociais;Facebook
02/07/2020;Uma nova pandemia começou na China e já existem casos na Europa e em outros países asiáticos. Um tipo de gripe suína está se espalhando para os seres humanos.;Agência Lupa;Outros;Saúde;Contágio;Texto;Redes sociais;Facebook
02/07/2020;Primeira ministra da Austrália foi flagrada em vídeo fingindo receber vacina contra a COVID-19.;Agência Lupa;Teoria da Conspiração;Política;Vacina;Texto;YouTube;YouTube
02/07/2020;Melão e laranja são medicamentos eficazes contra a COVID-19.;Agência Lupa;Curas;Outros;Indefinido;Texto;Redes sociais;Facebook
03/07/2020;A Liquigás, uma empresa brasileira de energia, está distribuindo botijões de propano gratuitos para pessoas que perderam sua renda por causa dos bloqueios da COVID-19.;Agência Lupa;Outros;Outros;Indefinido;Texto;Redes sociais;Facebook
03/07/2020;O congressista brasileiro João Campos negou o uso de fundo eleitoral em medidas para prevenir a COVID-19.;Estadão Verifica;Autoridades;Política;Indefinido;Texto, Imagem;Redes Sociais;Facebook
03/07/2020;Dubai comemora fim do lockdown e pandemia da Covid-19 com vídeo incrível #boato;Boatos.org;;Outros;Isolamento Social;Vídeo;Redes Sociais;
03/07/2020;Revista Veja prova que Covid-19 (novo coronavírus) existia desde 2003, mostra vídeo #boato;Boatos.org;;Cultura;Indefinido;Vídeo, Texto;Web;
06/07/2020;A OMS voltou atrás e divulgou um documento afirmando que as máscaras não são eficazes para proteger as pessoas saudáveis contra a COVID-19.;Agência Lupa;Outros;Saúde;Máscaras;Imagem;Redes sociais;Facebook
06/07/2020;Um estudo prova que a ivermectina ajudou a diminuir o número de casos de COVID-19 em Natal, Brasil.;Agência Lupa;Curas;Ciência;Ivermectina;Texto;Veículo de comunicação;Terra Brasil Notícias, website
06/07/2020;A China está em alerta máximo para a peste bulbosa.;Estadão Verifica;Outros;Outros;Indefinido;Texto, Imagem;Redes Sociais;Facebook
06/07/2020;British Airways faliu, vai fechar e funcionários gravaram vídeo de despedida #boato;Boatos.org;;Economia;Indefinido;Vídeo;Redes Sociais;Youtube
07/07/2020;O governador da Bahia demitiu um médico que apelou ao presidente Jair Bolsonaro por cloroquina.;Aos Fatos;Autoridades;Política;Cloroquina;Texto, Imagem;Redes sociais;Facebook
07/07/2020;É #FAKE que mistura de laranja, limão e melão-de-são-caetano cure a Covid-19;Fato ou Fake;;Outros;Cura;Texto;Redes Sociais;
07/07/2020;É #FAKE que edição da revista 'Veja' de 2003 já falasse da Covid-19;Fato ou Fake;;Cultura;Indefinido;Vídeo;Redes Sociais;
08/07/2020;Se você tiver sintomas de Covid-19, tome azitromicina, ivermectina e acetilcisteína.;Aos Fatos;Curas;Saúde;Azitromicina, Ivermectina, Acetilcisteína;Texto, Imagem;Redes sociais;Facebook
08/07/2020;As autoridades de saúde recomendam que você jogue uma colher de chá de água sanitária dentro de cada vaso sanitário, pia e ralo. Isso ajuda a impedir que o SARS-CoV-2 entre na sua casa pelo esgoto.;Agência Lupa;Contágio;Outros;Contágio;Texto;WhtatsApp;Whatsapp
08/07/2020;Os presos libertados temporariamente por causa da COVID-19 foram responsáveis por 13,9% de todos os assassinatos no Brasil em abril de 2020.;Agência Lupa;Outros;Segurança;Indefinido;Texto;Redes Sociais;Twitter
08/07/2020;A Igreja Universal do Reino de Deus publicou uma nota informando que as sessões de cura foram suspensas devido à COVID-19.;Agência Lupa;Outros;Religião;Indefinido;Texto;Redes Sociais;Facebook
08/07/2020;Existe uma cura farmacêutica para a COVID-19.;Estadão Verifica;Curas;Outros;Cura;Texto;Meio de Comunicação;Website Covid Tem Tratamento Sim
08/07/2020;É #FAKE que OMS considere desnecessário uso de máscara por quem não foi infectado pelo coronavírus;Fato ou Fake;;Outros;Máscara;Texto, Imagem;Redes Sociais;
09/07/2020;Vídeo mostra o ex-ministro da Saúde do Brasil, Luiz Henrique Mandetta, e o ministro da Suprema Corte Gilmar Mendes almoçando em Lisboa no meio da pandemia.;Aos Fatos;Autoridades;Política;Indefinido;Vídeo;Redes sociais;Facebook
09/07/2020;O teste de diagnóstico por PCR da Covid-19 é realizado na área da barreira hematoencefálica e pode causar inflamação no cérebro.;Aos Fatos;Teoria da Conspiração;Saúde;Teste;Texto;Redes sociais;Facebook
09/07/2020;Jair Bolsonaro, presidente do Brasil, disse que pegou o COVID-19 porque tinha uma audiência agendada em um inquérito policial.;Agência Lupa;Autoridades;Política;Indefinido;Texto;Redes Sociais;Facebook
